,observation,action,reward,next_observation,done
4867,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",3,20,"[1. 1. 1. 1. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1. 1.
 0. 0.]",True
4868,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.4 -0.1]",0,-2.5,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0. ]",False
4869,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.3  0. ]",5,-2.118033988749895,"[ 0.   3.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.1]",False
4870,"[ 0.   3.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.1]",0,-1.5,"[ 0.   1.   1.   1.   1.   0.   0.   3.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0. ]",False
4871,"[ 0.   1.   1.   1.   1.   0.   0.   3.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0. ]",3,20,"[0. 1. 1. 0. 0. 0. 1. 1. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
4872,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.1  0.5]",5,-3.0,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.4]",False
4873,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.  0.4]",5,-2.58113883008419,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.1 0.3]",False
4874,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  0.  0.1 0.3]",7,-2.0,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  1.  0.  0.2]",False
4875,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  1.  0.  0.2]",5,-1.7071067811865475,"[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",False
4876,"[0.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.  1.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",7,20,"[0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0.
 0. 0.]",True
4877,"[ 0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.4 -0.1]",2,-2.5,"[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
 1.  0.  0.  0.  1.  0.  0.3 0. ]",False
4878,"[0.  0.  0.  0.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.
 1.  0.  0.  0.  1.  0.  0.3 0. ]",2,-2.118033988749895,"[0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 1.  0.  0.  0.  3.  0.  0.2 0.1]",False
4879,"[0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  1.  0.  0.  0.  0.
 1.  0.  0.  0.  3.  0.  0.2 0.1]",1,-2.414213562373095,"[0.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  3.  0.2 0.2]",False
4880,"[0.  0.  0.  1.  1.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 0.  0.  0.  0.  0.  3.  0.2 0.2]",4,-2.118033988749895,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  1.  1.  1.  1.  1.  0.1 0.2]",False
4881,"[0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 3.  1.  1.  1.  1.  1.  0.1 0.2]",6,-1.7071067811865475,"[0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  3.
 0.  1.  1.  1.  1.  1.  0.1 0.1]",False
4882,"[0.  0.  1.  0.  0.  0.  0.  0.  0.  1.  0.  0.  0.  1.  0.  0.  0.  3.
 0.  1.  1.  1.  1.  1.  0.1 0.1]",7,20,"[0. 0. 0. 1. 1. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.
 0. 0.]",True
4883,"[ 0.   0.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.2 -0.4]",1,-2.802775637731995,"[ 0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.2 -0.3]",False
4884,"[ 0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.2 -0.3]",1,-2.414213562373095,"[ 0.   0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.
  0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.2 -0.2]",False
4885,"[ 0.   0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   0.   0.
  0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.2 -0.2]",4,-2.118033988749895,"[ 0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
  3.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.1 -0.2]",False
4886,"[ 0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.   0.
  3.   0.   0.   0.   0.   1.   0.   0.   0.   1.   0.1 -0.2]",1,-1.7071067811865475,"[ 0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   1.   0.   0.   0.   0.1 -0.1]",False
4887,"[ 0.   0.   1.   1.   0.   0.   0.   1.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   1.   0.   0.   0.   0.1 -0.1]",2,20,"[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0.
 0. 0.]",True
4888,"[ 1.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.2 -0.6]",2,-3.9154759474226504,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.5]",False
4889,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.5]",1,-3.5,"[ 1.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.4]",False
4890,"[ 1.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.4]",1,-3.1213203435596424,"[ 0.   1.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.3]",False
4891,"[ 0.   1.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.3]",1,-2.802775637731995,"[ 0.   0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.2]",False
4892,"[ 0.   0.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3 -0.2]",0,-2.118033988749895,"[ 1.   3.   0.   0.   1.   1.   0.   0.   1.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.1]",False
4893,"[ 1.   3.   0.   0.   1.   1.   0.   0.   1.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2 -0.1]",5,-10,"[ 1.   3.   0.   0.   1.   1.   0.   0.   1.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.1 -0.2]",True
4894,"[ 0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   1.   0.   0.   1.   0.6 -0.7]",1,-5.242640687119285,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.6 -0.6]",False
4895,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   0.   0.   1.   0.   0.   0.6 -0.6]",2,-4.535533905932738,"[ 0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.5 -0.5]",False
4896,"[ 0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.5 -0.5]",2,-3.8284271247461903,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.4 -0.4]",False
4897,"[ 0.   1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.4 -0.4]",2,-3.1213203435596424,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.3 -0.3]",False
4898,"[ 0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.3 -0.3]",2,-2.414213562373095,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.2 -0.2]",False
4899,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.2 -0.2]",2,-1.7071067811865475,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.1 -0.1]",False
4900,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   3.   0.   0.   0.   0.   0.   0.   0.   0.   0.1 -0.1]",2,20,"[1. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 1. 1. 1.
 0. 0.]",True
4901,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.1  0.7]",7,-4.16227766016838,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.6]",False
4902,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.6]",7,-3.9154759474226504,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3  0.5]",False
4903,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   0.   0.  -0.3  0.5]",5,-3.23606797749979,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.2  0.4]",False
4904,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.
  0.   0.   0.   0.   1.   0.   0.   0.   0.   0.  -0.2  0.4]",5,-2.58113883008419,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.1  0.3]",False
4905,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   0.   0.   0.   0.   1.   1.  -0.1  0.3]",5,-2.0,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  1.  0.  0.  0.  0.2]",False
4906,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.  0.  0.  0.  0.
 0.  0.  0.  1.  0.  0.  0.  0.2]",5,-1.7071067811865475,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",False
4907,"[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  3.
 0.  0.  0.  0.  0.  0.  0.1 0.1]",7,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.
 0. 0.]",True
4908,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.5  0.2]",5,-3.0615528128088303,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   1.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.4  0.1]",False
4909,"[ 1.   0.   0.   0.   0.   1.   0.   0.   0.   1.   1.   0.   0.   1.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.4  0.1]",0,-2.802775637731995,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.3  0.2]",False
4910,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.3  0.2]",3,-2.414213562373095,"[ 1.   1.   0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.2  0.2]",False
4911,"[ 1.   1.   0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.2  0.2]",5,-1.7071067811865475,"[ 1.   0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   1.  -0.1  0.1]",False
4912,"[ 1.   0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   1.  -0.1  0.1]",4,-2.118033988749895,"[ 1.   0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   0.   1.  -0.2  0.1]",False
4913,"[ 1.   0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   0.   1.  -0.2  0.1]",5,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4914,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   0.   0.   0.   1.   1.  -0.1  0. ]",3,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0.]",True
4915,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.4  0.2]",3,-2.802775637731995,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.3  0.2]",False
4916,"[ 1.   1.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.3  0.2]",3,-2.414213562373095,"[ 1.   1.   0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.2  0.2]",False
4917,"[ 1.   1.   0.   0.   3.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   1.   1.   0.   0.   0.  -0.2  0.2]",5,-1.7071067811865475,"[ 1.   0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   0.   0.  -0.1  0.1]",False
4918,"[ 1.   0.   0.   0.   0.   1.   0.   0.   3.   0.   1.   0.   0.   0.
  1.   0.   0.   0.   1.   1.   0.   0.   0.   0.  -0.1  0.1]",4,-2.118033988749895,"[ 1.   0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   0.   0.   1.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.1]",False
4919,"[ 1.   0.   0.   3.   0.   1.   0.   0.   0.   0.   1.   0.   0.   1.
  1.   0.   0.   0.   0.   1.   0.   0.   0.   0.  -0.2  0.1]",5,-1.5,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.  -0.1  0. ]",False
4920,"[ 0.   0.   0.   0.   0.   0.   0.   3.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   1.   1.   0.   0.   0.   0.   0.  -0.1  0. ]",3,20,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1.
 0. 0.]",True
4921,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.6]",7,-3.9154759474226504,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.5]",False
4922,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.5]",5,-3.23606797749979,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.4]",False
4923,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   1.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.4]",7,-3.1213203435596424,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.3]",False
4924,"[ 0.   0.   0.   1.   1.   0.   0.   0.   0.   0.   0.   0.   0.   0.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.3]",5,-2.414213562373095,"[ 0.   1.   1.   1.   3.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.2]",False
4925,"[ 0.   1.   1.   1.   3.   0.   0.   1.   1.   0.   0.   0.   0.   0.
  0.   0.   0.   0.   0.   1.   1.   1.   1.   1.  -0.2  0.2]",7,-2.58113883008419,"[ 0.   1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.1]",False
4926,"[ 0.   1.   1.   0.   1.   0.   0.   0.   0.   1.   0.   0.   0.   1.
  1.   1.   1.   1.   1.   1.   1.   1.   1.   1.  -0.3  0.1]",5,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4927,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4928,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",4,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4929,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4930,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",4,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4931,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4932,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",4,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4933,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4934,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",4,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4935,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4936,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",4,-2.0,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",False
4937,"[ 1.   1.   3.   1.   1.   1.   1.   0.   1.   1.   0.   0.   1.   1.
  0.   0.   0.   1.   1.   1.   1.   1.   1.   1.  -0.2  0. ]",3,-1.5,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",False
4938,"[ 1.   0.   0.   1.   1.   1.   1.   3.   1.   1.   1.   1.   1.   1.
  0.   0.   0.   1.   1.   0.   0.   0.   1.   1.  -0.1  0. ]",3,20,"[1. 1. 0. 1. 1. 1. 0. 0. 1. 1. 1. 1. 1. 1. 1. 1. 0. 1. 1. 0. 0. 0. 1. 1.
 0. 0.]",True
4939,"[ 0.   0.   0.   0.   0.   1.   1.   0.   0.   0.   1.   1.   0.   0.
  0.   0.   0.   0.   1.   1.   1.   0.   1.   1.  -0.3 -0.4]",3,-3.23606797749979,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   1.  -0.2 -0.4]",False
4940,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   1.  -0.2 -0.4]",1,-10,"[ 0.   0.   0.   0.   0.   0.   0.   0.   0.   0.   1.   1.   0.   0.
  1.   1.   0.   0.   0.   0.   0.   0.   0.   1.  -0.2 -0.3]",True
